job_title,job_desc,job_location,job_indus,employ_type,power,microstrategy,looking,sap,sisense,tibco,qlik,qlikwise,sas,jupyter,agile,bigquery,tableau,google,IBM,chartio,excel,alteryx,word,powerpoint,shiny,lambda,azure,teradata,sql,r,python,java,matlab,javascript,mongodb,nosql,mysql,c#,c++,powerbi
Data Analyst: Home Loans Tribe,About The Role  Data Analyst Home Loans Tribe  Location  Melbourne preferred but can be flexible  Blended working model  Are you passionate about driving great outcomes for home loan customers Could your skills and passion help us reduce our overall Home Loan Application time to decision for the Home Loans tribe Are you a quick thinker and adaptable to change Are you a team player who loves to help source and build datasets that the wider business can utilise We need someone like you to join our squad  As a Data Analyst in the Home Loan Data Acquisitions Squad your role is responsible for helping to drive home loan momentum and revenue growth  by acquiring new customers through integrated marketing campaigns and offers and to support our proprietary channels and Brokers  The purpose of the Home Loans Tribe is to make great Home Loan experiences possible for our customers by reliably providing easy to use products and services Were passionate about simplicity and meeting the needs of our customers today while innovating to delight them tomorrow  What Will Your Day Look Like  As a Data Analyst the key task is to assist in collecting organising and interpreting data into insightful information to aid in decision making Duties include Assist in sourcing extracting and analysing data from multiple systems applications products and processes Interpret data into insights identify patterns and trends in the dataset to communication findings to project SMEs and other stakeholders Communication to stakeholders and senior management to influence squad priorities and decisions and educate on analytical opportunities Perform calculations and apply critical thinking to determine root cause analysis of systemprocess issues customer impact and any potential remediation required Assist in reports preparation based on analysis and presenting to management Building or automating various processes required by the team  What will you bring Good understanding of digital sales funnels and marketing campaigns Excellent data wrangling skills including data exploration and cleaning Handson experience with data processing platforms tools and techniques SQL mandatory  proficient Traditional database management platforms eg Oracle Teradata EBD R or Python scripting knowledge Tableau or Qliksense Good communication and presentation skills Strong stakeholder engagement skills across various levels of the organisation Critical thinking skills allowing you to question and investigate root cause analysis A strong execution mindset and ability to deliver quality outputs and manage actions within required timeframes An ability to work autonomously and across multiple projects at once Ability to guide team and advise leaders on analytical opportunities and innovations  So why join us  At ANZ everything we do boils down to why  our purpose  to shape a world where people and communities thrive Were just as focused on seeing our people thrive as well as our customers Well give you every opportunity to develop your career  We are responding faster to changing customer requirements focusing on the things that matter the most energising our people eliminating waste and reducing bureaucracy  A happy workplace is a thriving one So to attract and keep the best talent and say thanks for the hard work we make sure all our employees are rewarded  We work flexibly at ANZ and encourage you to talk to us about how this role can be flexible for you Some of the work we do can be done from home and some from an ANZ workplace  its all about what works for your team and above all else our customers  We want to make sure everyone has an inclusive and supportive experience throughout our recruitment process and when joining ANZ If you are a candidate with a disability and require adjustments to our recruitment process or the role itself let us know how we can provide you with additional support  To find out more about working at ANZ or to view other opportunities visit wwwanzcomcareers  Job Posting End Date  5th August 2022  Show less Seniority level Not Applicable Employment type Fulltime Job function Information Technology Industries Banking Financial Services and Accounting Referrals increase your chances of interviewing at ANZ by 2x See who you know,Victoria,Banking,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Expression of Interest - Data Analyst,At EY youll have the chance to build a career as unique as you are with the global scale support inclusive culture and technology to become the best version of you And were counting on your unique voice and perspective to help EY become even better too Join us and build an exceptional experience for yourself and a better working world for all  The Opportunity  EY DnA is the data and advanced analytics capability within EY AsiaPacific with over 500 specialist employees working across multiple industry sectors  We are looking for this person to join either our Sydney Melbourne Brisbane Canberra and Perth offices  As a Data Analyst you will support our clients in defining and implementing a data journey aligned with their strategic objectives Some of your responsibilities will include Be able to clearly explain what the data and your analysis mean to both technical and senior business stakeholders Support the development of effective data governance frameworks which interact with data models and tools Investigate and analyse complex data sets to produce insights reports and strategic and tactical recommendations for change Develop dashboards reports and visualisations to support client needs and to enable the easy digestion of insight Keep a track of trends patterns and correlation over complex data sets including the modelling of semantic layers and considerations for performance  To qualify for the role you must have A background working as a data or insights analyst or commensurate academic experience Demonstrated experience using reporting tools such as Power BI Tableau Alteryx andor Qlik Strong skills in SQL development data modelling and analysis An understanding of common data warehousing management archival and structuring techniques A strong understanding of statistics and data analysis techniques Exposure to data  data environments  databases  large data sets Strong problemsolving experience  Ideally youll also have Experience in engaging with both technical and nontechnical stakeholders Strong consulting experience preferable from a Big 4 background including engaging directly with clients Experience in a delivery role on Business Intelligence Data Warehousing Big Data or analytics projects  What We Offer  A tech career  EY means working with 40000 fellow technologists who are creating cutting edge applications in blockchain AI cloud analytics robotics and cyber harnessing tech to power the human enterprise and build a more equitable sustainable world We offer world class training and a free Tech MBA to all our people  Globally at EY we are committed to offer Continuous learning Youll develop the mindset and skills to navigate whatever comes next Success as defined by you Well provide the tools and flexibility so you can make a meaningful impact your way Transformative leadership Well give you the insights coaching and confidence to be the leader the world needs Diverse and inclusive culture Youll be embraced for who you are and empowered to use your voice to help others find theirs  The Exceptional EY Experience Its Yours To Build  As this is an Expression of Interest there can sometimes be a delay in our response We thank you for your application and hope to be in touch very soon  The preferred applicant will be subject to employment screening by EY or by their external third party provider Regarding this role the minimum salary is 90000 including 105 superannuation  EY  Building a better working world  EY exists to build a better working world helping to create longterm value for clients people and society and build trust in the capital markets  Enabled by data and technology diverse EY teams in over 150 countries provide trust through assurance and help clients grow transform and operate  Working across assurance consulting law strategy tax and transactions EY teams ask better questions to find new answers for the complex issues facing our world today  The preferred applicant will be subject to employment screening by EY or by their external third party provider Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Accounting Referrals increase your chances of interviewing at EY by 2x See who you know,Western Australia,Accounting,Full-time,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Business Analyst,Direct message the job poster from Exco Partners Lewis Olcot Head of Talent Aquisition Technology Specialist and Poodle Parent  0402 108 004 What are we after  We are looking for Data Business Analysts who love to leverage creative ways of working to address traditional business problems with creative solutions  Our ideal Data Business Analyst is an impassioned problem solver who will work in crossfunctional teams to design develop and maintain management consulting solutions from proposal to final delivery They must be comfortable working as part of a team and tackling projects that can sometimes be ambiguous or subject to constant change  You must be an Australian Citizen to be eligible for security clearance which is a requirement for this role  What are the Responsibilities  Draft business cases and highlight challenges andor opportunities for improvement Facilitate workshops and collaborate with business stakeholders to elicit business and functional requirements Work with business stakeholders to scope and define business requirements to inform solution design Produce data mapping artefacts and data interfaces that includes transformation rules and target state tobe Draft Epics User stories  Acceptance criteria in Azure DevOps  Agile Methodology Provide data reconciliation rules control checks data security rules and exception handling processes Assist in data analysis data modelling data profiling cleansing required for data migration activities where required Design Report mockups templates and visualisation blueprints based on businessdata analytical requirements Coordinate in the planning coordination execution and testing of data migrationload activities  What are the essential skills and qualifications  Demonstrated business analysis delivery experience on data related projects such as data migrations data warehouse development or reconciliations Experience in Data mapping is essentialmodelling Experience in developing business analysis approaches business process frameworks requirements management plans stakeholder communication plans and change management readiness Highly experienced in the development of asis process definition and tobe process design sessions Excellent stakeholder management and engagement skills Exceptional communication skills  written and verbal An understanding of both traditional and agile delivery models will be an advantage  Why should you join Exco Partners  Exco Partners is a Management Consulting firm that leverage capability and expertise across the digital and transformation supply chain We are a powerful mix of experience creativity and engineering focused on solving the business challenges across customer employee and business performance  We are committed to creating an inclusive space We value our employees for their talent skills experiences and unique perspectives You are encouraged to bring your empowered passionate and authentic self to work every day We provide a range of work arrangements within our environment that support your wellbeing professional development and social activities We do this to ensure that our team members are engaged and performing at their best and committed to creating an environment of contribution development and technical knowledge  At Exco Partners we believe that excellence is learned To get you there we have designed development pathways to enable you to progress and upskill to the next level or role This is achieved through mentorship handson experience and intelligent efficient application of learning daily We encourage all employees to mentor team members up and downstream from their roles and lead through demonstrated expertise and commitment to their personal development  Our aim is to ensure we provide a remarkable employee experience which we deliver through our highly flexible working arrangements We deliver a bestinclass consultant experience by providing you with a real worklife balance that delivers more autonomy and freedom in when where and how you work best  We encourage and support diversity and inclusion at Exco Partners such as age ability ethnicity gender gender identity or expression religion or sexual orientation we believe that a diverse workforce and an inclusive work culture is integral to our company values and we actively encourage applications from those who bring diversity of thought to our team  It is a condition of employment with Exco Partners that you are fully vaccinated against COVID19 as all Company workers will be required to enter both Company and Client workspaces at least from time to time and must be fully vaccinated to do so For any avoidance of doubt this direction is given to all workers of the Company  Lewis Olcot is the Recruiter managing this role As the recruitment team experience high volumes of applications we appreciate your patience to allow for a fair and timely process Show less Seniority level Associate Employment type Fulltime Job function Information Technology and Consulting Industries IT Services and IT Consulting and Business Consulting and Services Referrals increase your chances of interviewing at Exco Partners by 2x See who you know,Australia,IT Consulting,Full-time,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst,Direct message the job poster from Journey Beyond Nicole Mathers General Manager Human Resources at Journey Beyond  Requirements     Be a part of sharing special places and shaping lasting memories with Australias leading experiential tourism business       ABOUT US  Proudly part of the Hornblower Group Journey Beyond is a national business focused on bringing Australias most unique and iconic experiences to life Our aim is to take guests beyond to ignite their imagination and to transform the amazing into the breathtaking  Our suite of iconic tourism brands stretches across Australias beautiful coastline and deep into the heart of our continents rich landscape We own and operate Journey Beyond Rail Expeditions Rottnest Express Cruise Whitsundays The Ghan Indian Pacific Darwin Harbour Cruises Sal Salis Ningaloo Reef Outback Spirit Melbourne Skydeck Eureka 89 Journey Beyond Cruise Sydney and Horizontal Falls Seaplane Adventures  Working as part of our Journey Beyond Group you play an integral role in supporting our business to share special places and shape lasting memories       ABOUT THE ROLE  This role based in Adelaide reporting to the General Manager  Data and eCommerce The position will support the Journey Beyond group with our Data  Analytics strategy and integration to existing systems and data repositories  In recent years Journey Beyond has grown significantly through the acquisition of several new businesses To support the success of these businesses we are building new applications to align functions which will ultimately provide better service to our customers The program of work is integral to the growth and success of our business making this a critical role for our team  We are a collaborative and supportive business and will help you in your own professional development while leveraging your skills and expertise to deliver outstanding solutions  You will be exposed to a range of tools from day 1 and will have opportunities to engage with key stakeholders on a regular basis     ABOUT YOU  Willing and eager to drive collaboration within the team and wider business Able to work autonomously and use initiative to prioritise multiple tasks Always looking for ways to do things better Analytical mindset able to dig through mountains of data to find pearls of wisdom     REQUIRED SKILLS      Previous experience in a data focused role university qualifications or similar Proficient with the Microsoft data analytics stack SSMS SSIS SSRS Comfortable writing complex TSQL queries including procedures and views Familiar with performance optimisation and reviewing execution plans      DESIRABLE SKILLS      Experience with Power BI or Tableau Microsoft Certifications MCSAMCSE equivalent or similar in data analytics database development and reporting Experience with the Microsoft Azure platform   HOW TO APPLY  This is an amazing opportunity to work in a dynamic growing tourism business If this sounds like the opportunity you have been waiting for and you feel you have the right skills and experience we would like to hear from you  Apply now   Show less Seniority level Not Applicable Employment type Fulltime Job function Analyst Industries Travel Arrangements Referrals increase your chances of interviewing at Journey Beyond by 2x See who you know,South Australia,Transportation,Full-time,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Direct message the job poster from TheDriveGroup Andrew de Roos TheDriveGroup  Data  Analytics  Sydney A leading team business of Financial Services specialists is looking to capitalise on a strong FY by expanding their Data team  We are looking for a passionate Data Engineer to join a hyperspecialised team of consultants that lead the way in terms of datadriven insights Due to s strong period of expansion within the business the team is growing and this is the first of multiple hires  What you will be doing Undertaking detailed analysis of data held in various formats and identification of data fields required for models Data extraction and transformation ready for ingestion into customised models Implementing and supporting ETL Working with various business and technical teams to interpret data and resolve data issues Building and optimising SQL queries for various projects Identifying data quality issues and designing suitable remediation strategies  What you bring to the role Experience in data profiling data analysis and data mapping Strong understanding of different databasedata warehousing concepts Kimball Inmon Extensive SQL knowledge and experience Experience implementing and supporting ETL Selfmotivated capable of taking initiative and contributing to the team Experience working with Microsoft products such as SQL Server and BI suite and Microsoft Azure GCP or AWS is experience is also suitable Exposure to modern technologiesplatforms such as Spark Hadoop Snowflake would be a bonus  You will be joining a fastgrowing sector of the business that offers ongoing training and support regular incentives training courses conferences and a host of other benefits in a flat structure where everyone is encouraged to collaborate and work together to deliver worldclass advice and data Show less Seniority level MidSenior level Employment type Fulltime Job function Engineering Industries IT Services and IT Consulting Referrals increase your chances of interviewing at TheDriveGroup by 2x See who you know,New South Wales,IT Consulting,Full-time,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Experienced Data Analyst,Welcome to Aginic a consultancy where some of the countrys brightest data analysts engineers agile coaches designers and cloud architects blend their technical skills with a desire to deliver impactful insights that solve business problems  For more information about us visit httpsaginiccomourpeople  Purpose of the role  You will work on data projects that deliver awesome outcomes for our clients which range from state government departments to nonprofits and large commercial companies That may be as part of a larger project team on big accounts and projects or in a lead role on medium sized projects  On client projects you will be primarily responsible for data modelling analytics and visualisation  including both handson delivery and providing guidance and support to more junior team members This will include working with client stakeholders and other team members daytoday to produce valuable output across various technologies and learn to use good DataOps practices on different cloud or hybrid data stacks  Responsibilities Independently develop sophisticated analytical dashboards and data modeling across a range of BI tools following best DataOps practices Understand our clients operating models in order to develop deliverables which meet their needs Provide guidance feedback and supervision to junior team members working with you on projects Work across various industries including state health departments major retailers banks utilities aged care and education Keep your technical skills current and versatile though constant upskilling across a range of different BI technologies  both on the job and through the use of your allocated learning and development time and budget Play leadership roles on smallmedium sized engagements where responsibilities would include planning analytics work and communicating this to key stakeholders Share your knowledge more broadly across the Aginic team What you offer 3 years experience in a data analytics role BI or related role Experience across a range of different data technologies such as  BI tools Power BI Qlik Looker  Data modelling tools and languages SQL mandatory dbt Python Exposure to cloud technologies eg Snowflake Azure Data Factory Databricks Redshift and good DataOps tools and practices or a keen interest in learning how to use them You have the ability to deliver quality dashboards and data models in an independent way and also provide support to more junior team members You ideally have exposure to or experience in consulting Youre smart innovative and always learning new things Youre persistent in the face of complex problems and organisations You critically reflect on your own processes and challenge assumptions about how things should be done exploring solutions that others might not consider Youre approachable dependable and genuine and you care about getting to know people You like the startup vibe of a workplace and are excited by the prospect of working in an energetic and growing team A degree in a relevant field eg data science would be wellregarded but is not mandatory What we offer 3 bonus annual leave days above the standard 20 days  your birthday off Discretionary bonus scheme Beneficiary of Ventures Leap Discretionary Trust Paid parental leave  paid superannuation during governmentfunded parental leave Flexible working options including a hybrid working from home model Individual learning and development budget  time Residential whole team trips eg Hamilton Island Port Douglas Noosa Career development and progression programs internal and external training Use of Employee Assistance Program Good peeps to work with and a fun environment Our Values  We use our values to drive quality by following these values we ensure that we can deliver quality in almost any situation  Technical to the Top Our people are first and foremost technicians of their trade We value technical excellence and strive for elegance innovation and simplicity in our solutions We strive to learn constantly and adapt to the world around us Adapt or die  Output not input We are a team of doers We measure success on what is delivered Our internal performance assessment focuses on what people do and not when or how they do it We encourage our clients to value us based on the same principles  Friendly The Aginic brand is only 5 years old and has consistently been associated with a team of highly capable friendly and trusted people Your team should be an extension of the wider national Aginic culture and brand  Ethical We treat all people whether they are clients or colleagues fairly and honestly We respect and listen to others opinions and give everyone a fair go We dont try to gain unfair advantage over others or game the system  Elegant simple solutions Were obsessed with designing beautiful and elegant solutions that make the complex appear simple We measure success based on user adoption  Were committed to promoting diversity in the workplace and encourage people from all backgrounds to apply Are you looking to join a high performing smart and fun team Apply now Show less Seniority level Associate Employment type Fulltime Job function Information Technology Industries IT Services and IT Consulting Referrals increase your chances of interviewing at Aginic by 2x See who you know,Victoria,IT Consulting,Full-time,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Market Data Analyst/Tech Business Analyst,Sydney  Join Macquaries Commodities  Global Markets Central Risk division in a 6 month contract as a market data analyst that will see you work with a wide range of stakeholders across the business technology and support groups  You will be responsible for sourcing enhancing and validating historic market data across several asset classes using internal and external platforms In this role you will be part of a multidisciplinary project team responsible including the Commodities  Global Markets Rates Management team the Risk Management Group and the Quantitative Strategy team The project team is also responsible for developing an automated end to end historic market data sourcing validation and storage solution  In the Central Risk division we are proud of our highperformance culture empowering innovation while maintaining a strong partnership to the businesses we support This is a great opportunity to gain insights into the Commodities  Global Markets businesses including commodities FX rates and credit markets divisions  Ideally you will have Attention to detail Prior experience as a Business Analyst or Technology Business Analyst preferably in a financial institution Past experience with market data providers eg Bloomberg Refinitiv is desirable Prior experience with data tools eg Excel Power BI or programming skills VBA Python are desirable About Commodities And Global Markets  Commodities and Global Markets provides clients with an integrated endtoend offering across global markets including equities fixed income foreign exchange and commodities  Our commitment to Diversity Equity and Inclusion  The diversity of our people is one of our greatest strengths An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people clients shareholders and communities From day one youll be encouraged to be yourself and supported to perform at your best If our purpose of empowering people to innovate and invest for a better future is as inspiring to you as it is to us please apply With the right technology support and resources our people can work in a range of flexible ways  We are committed to providing a working environment that embraces and values diversity equity and inclusion We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you and the type of working arrangements that would help you thrive  About Macquarie  A career at Macquarie means youll have the opportunity to develop and utilise new skills explore interesting fields and do challenging work that will impact the lives of people around the worldwhether its accelerating the green energy transition helping sustain global food supplies financing social housing projects or investing in essential infrastructure At Macquarie were empowering people to innovate and invest for a better future  Our size and international presence means your work can take you anywhereacross business groups disciplines sectors and borders With 18000 employees and offices in 33 markets around the world were a truly global organisation  Youll be supported by a diverse team where the unique perspectives ideas and experiences that all of our people bring are valued Youll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners Working with us youll have the opportunity to make a difference  Macquarie is a global financial group providing clients with asset management retail and business banking wealth management leasing and asset financing market access commodity trading renewables development specialist advisory capital raising and principal investment  Find out more at wwwmacquariecomcareers  Job no CGM965284  Work type Permanent  Full time Fixed term  Location Sydney  Category Junior Data  Analytics  Group Commodities and Global Markets  Division Central  Recruiter Annali ONeill  Opening Date 2652022 Show less Seniority level Not Applicable Employment type Fulltime Job function Finance Industries Banking Financial Services and Investment Banking Referrals increase your chances of interviewing at Macquarie Group by 2x See who you know,New South Wales,Banking,Full-time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Engineer,Direct message the job poster from Matrix IT Recruitment Liam Kelsall Senior Consultant at Matrix IT 120k  140k  Super Hybrid Work Brisbane  Passion for learning new technologies  Want to be tech agnostic  work with like minded technologists  This company is the place to grow your career and have fun in the process  We are seeking a strong analytical thinker and problem solver with thought leadership and commercial awareness  Some of the requirements Build end to end data pipelines Advising on data architecture data models data migration integration and pipelines and data analysis and visualisation Implementing solutions for the establishment of data management capabilities data models  structures database  data storage infrastructure master  metadata management data quality data integration data warehousing data transformation data analysis  data governance Development and execution of Data migrations  To apply please submit a resume via LinkedIn or email jobsmatrixitcom  For a confidential discussion of this opportunity please do not hesitate to contact Liam Kelsall  0424 419 422 Show less Seniority level Not Applicable Employment type Fulltime Job function Information Technology Industries IT Services and IT Consulting Referrals increase your chances of interviewing at Matrix IT Recruitment by 2x See who you know,Queensland,IT Consulting,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Direct message the job poster from Expert360 Chelsea Coleman Community Lead within the Data  Analytics Practice About Expert 360  Expert360 empowers more than 30000 and growing elite professionals around the world to find great work and be successful Expert360 was founded in 2013 with a simple but powerful mission  to connect amazing people with great companies to get important work done We believe in choice flexibility and empowerment We believe if you can change the world of work you can change the world   What youll be doing  We have a project starting working for a client focusing on building data pipelines within Databricks for a wellrenowned bank   What experience youll need  Databricks Experience Experience Building pipelines within Databricks Spark Experience Overall Data Engineering skills Financial experience well regarding however not essential   Key Benefits HybridRemote lifestyle 13001500 Long term contract Good culture Experienced professionals to learn from Working for a large established bank   If you are interested in joining Australias fastestgrowing network of highly skilled experts and work on this exciting project please apply here  Chelsea Coleman  Community Lead   0401 992 622   ccolemanexpert360com Show less Seniority level MidSenior level Employment type Fulltime Job function Information Technology Industries Staffing and Recruiting Referrals increase your chances of interviewing at Expert360 by 2x See who you know,Victoria,IT Consulting,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL Developer,Direct message the job poster from Talent Connie Tong Senior Recruitment Consultant at Talent 12 Months initial contract plus 2 x 12 Months extension options Federal Government role with flexible working options Must be an Australian citizen with a current AGSVA security clearance or be able to obtain a baseline security clearance  About the Role You will join a team of experienced data platform administrators and developers responsible of the ingestion and maintenance of a data warehouse hosted on a hybrid platform comprising onpremises SQL Server and Azure  with a big focus on Azure  As a SQL Developer you will play an important role in designing implementing maintaining and supporting the data warehouse platform You will also work very closely with data scientists analysts and BI developers to deliver analytical and reporting solutions in an agile framework You are someone who shows strong initiative and works well both independently and collaboratively as part of a team  The role involves  Developing and implementing ELT solutions to ingest data to our data warehouse using tools including TSQL Azure Data Factory SSIS PowerShell  Refactoring existing onpremises functionality in Azure  Performing troubleshooting through analysis of code and data to identify issues and provide resolution  Working as part of a team to problem solve and buildimprove processes and automation  Reviewing system performance and optimising code creatingusing indexes to improve database performance  Essential criteria  Strong SQL Server development skills including ability to optimise for performance  Experience in building ETL processes including incremental extraction and load  Experience working with Microsoft ETL tools Azure Data Factory and SSIS  Great communication skills and ability to work as part of a multidisciplinary team  Creation of solution design and technical documentation and excellent troubleshooting skills  Experience with Azure DevOps pipelinesGit  Desirable criteria  Azure platform experience  SQL Managed Instance Azure Data Lake Storage  PowerShell  How to Apply To apply for this opportunity please submit your application to Connie Tong at Talent International by clicking the APPLY NOW button Alternatively you can contact Connie on 02 6129 6318 or connietongtalentinternationalcom for further information Show less Seniority level Not Applicable Employment type Contract Job function Information Technology Industries IT Services and IT Consulting and Government Administration Referrals increase your chances of interviewing at Talent by 2x See who you know,Australia,Government,Contract,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Reporting Analyst,Direct message the job poster from illion Hisham Hajj Talent Acquisition Partner at illion About the company illion is the leading independent provider of trusted data and analytics products and services in Australia and New Zealand illion is headquartered in Melbourne with offices in all major metropolitan cities across Australia and New Zealand Our team work with leading brands in our region to bring data  analytics to life  We currently have an exciting opportunity for a passionate and energetic professional to join our Finance team as a Reporting Analyst This is a fantastic opportunity for anyone with an interest in ReportingAnalytics who is looking to increase their skill set and advance their career with a large organisation  About the role  Business Unit The Reporting Analyst will deliver ATI Accurate Timely  Insightful industry leading scheduled and ad hoc reporting The role supports the SPPs Leader  Collections Performance Collections Analysts and various business stakeholders through the delivery of key business and performance insights to assist in decision making  Duties Provide ATI Accurate Timely  Insightful analysis and reports Produce weekly and monthly external client reporting Work with all stakeholders to deliver best in industry recovery rates through the use of analytics Ensure all other reporting based administrative tasks are performed in a timely manner Systems and program scripting to maximise efficiency and effectiveness   Skills  Experience  Strong technical skills with the desire to learn analytical tools as required Excellent verbal communication skills Strong time management skills Ability to problem solve and initiating action Previous experience using SAS SQL or Mercantile Highly Advantageous   Culture There has never been a better time to join illion Our business is transforming We are transforming the way we work with a strong focus on the value of our people and our customers Our strong business leaders are modernising our culture and empowering our team to reach their full potential There is a bright future ahead for illion and we are seeking innovative and passionate individuals to be a part of it  Benefits Feel good in the workplace  Australia and NZ wide wellness program to foster positive health  wellbeing for all employees Social Club  Quarterly calendar of events allowing team member to network and socialized in a fun and relaxed environment Career Development Opportunities  we are committed to filling our role internally  How to Apply To apply please click Apply Now button and we will be in touch shortly  Here at illion we value diversity and inclusion and believe that we are able to grow and learn better together with a diverse team of employees By joining illion youll be part of an inclusive culture that celebrates a diversity of cultures skill sets educations and opinions People from all culturally diverse backgrounds including Aboriginal  Torres Strait Islander Peoples are encouraged to apply Show less Seniority level Associate Employment type Fulltime Job function Analyst and Information Technology Industries Financial Services Referrals increase your chances of interviewing at illion by 2x See who you know,Victoria,Financial Services,Full-time,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Open is an organisation rich with data and we already use this data to inform most of our decision making We have dashboarding tools and reporting workflows that we look at every day We need someone who can come in and join our Business Intelligence team and take this to the next level While you will be expected to work autonomously youll be supported by some of Australias best engineers thinkers designers and operators that will set you up for success This role reports into our GM of BizOps and is part of the COO team at Open  About Open  Open is a Fintech thats creating the fastest insurance at the best price for the world We are backed by Venture Capital funds Airtree and Movac and have raised over 50m to date with a recent 31m Series B raise We launched in 2016 to build a global AIpowered platform that makes insurance transparent less costly and more reliable for consumers Our consumer brand is Huddle wwwhuddlecomau We also offer embedded insurance to retail brands and platforms wishing to make it easy for customers to access these products in existing workflows leveraging AI to present better prices to customers We work with brands such as Telstra Australias largest Telco and ahm Major Australian health insurer  We operate across Australia New Zealand and are launching in the UK this year We are currently a team of 130 driven people coming from a wide variety of backgrounds from all across the world and enjoy solving problems that no one else has We are careful about who we select ensuring we only choose the best people who can give us an edge over the market Were proud of our 100 growth we achieved last year the way we work across hubs and homes in Australia and NZ and our ability to create a product that has changed perspectives on insurance We plan on doubling to over 200 people in the next year At Open we believe in using business as a force for good We are proud that we are a certified B Corporation which means we abide to the highest social and environmental standards  What youll do  Increase quality decision making in every aspect of the business  this means surfacing the relevant information to the relevant people at the relevant time Allow effective allocation of capital and resources by helping paint a picture of business priorities Leverage data to perform intensive analysis across all areas of our business Execute upon requirements to draw detailed and actionable conclusions in an efficient manner Determine the proper metrics for tracking current and future experiments Develop dashboards and reports to regularly communicate results Present findings to senior management to drive business decisions Generate ideas for analysis to shape future projects Use tools such as Python R Excel and Tableau to work efficiently at scale Collaborate with crossfunctional teams across disciplines such as product engineering operations and revenue  What youll bring  Have 35 years experience working with data Tertiary qualifications in a relevant discipline such as Computer Science Engineering Mathematics Statistics or equivalent experience Ability to articulate highly technical concepts and insights in a way that can be understood by stakeholders of varying degrees of technical literacy Strong knowledge of statistics and experimental design We need your data driven recommendations providing guidance on our experiments Be a smart strategic thinker who is great at solving problems not just ones that involve numbers Strong competency with SQL able to manipulate analyse and model large volumes of data with a high level of accuracy Experience using modern BI tools eg Tableau Advanced skills in Excel  Google sheets Sound understanding of data structures data modelling and data optimisation techniques  Previous startuptech experience is valued highly  Role location  Our ANZ offices are located in Auckland Queenstown Sydney Melbourne and the Sunshine Coast This role is flexible around these locations Benefits  Why Open  Its an exciting time to join our team and be part of a tech company going through a hypergrowth phase We provide our team with  Highly competitive compensation including share options  we believe in paying people what theyre worth and having everyone in our company share in our success High levels of autonomy and trust so you can do your best work Growth opportunities internally  as you grow your role can too Flexible working  we are about impact not time at your desk We encourage freedom and responsibility including the ability to work from anywhere Annual allowance for professional development  use it towards a gym membership professional coaching a conference Whatever matters most to you  Were proud to be an equal opportunity employer that celebrates diversity and are committed to providing an inclusive environment for all employees  Lastly Open is a highperforming team that strives to achieve brilliant things every day and we encourage you to apply even if your experience doesnt exactly match the job description Were looking for people who are intellectually curious courageous innovative and passionate Our culture is truly open were continuously challenging each other to live our values and arent afraid to raise questions when we fall short Most importantly Open is for those that want to create change and have an impact If that sounds like you apply for this role and lets build the future of insurance together Show less Seniority level MidSenior level Employment type Fulltime Job function Information Technology Industries Insurance Referrals increase your chances of interviewing at Open by 2x See who you know,New South Wales,Financial Services,Full-time,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
